date,monitoring_location,daily_total
2020-06-12,Edmonton Tr North of Memorial Dr,234
2020-06-12,Inglewood Bird Sanctuary,846
2020-06-12,Lindsay Park,444
2020-06-12,Memorial Drive at 19 St NW,1874
2020-06-12,Memorial Drive at Prince's Island,759
2020-06-12,North Glenmore,0
2020-06-12,Nose Creek,1049
2020-06-12,Parkdale,2060
2020-06-12,Peace Bridge,1560
2020-06-12,South Glenmore,1430
2020-06-12,Wetlands,0
2020-06-13,10 Street North of 5 Ave NW,0
2020-06-13,12 Ave West of 2 St SW,478
2020-06-13,12 Ave West of 3 St SE,0
2020-06-13,12 Ave West of 8 St SW,519
2020-06-13,12 Street SE Pathway,525
2020-06-13,5 Street North of 15 Ave SW,523
2020-06-13,5 Street North of 5 Ave SW,501
2020-06-13,7 Street South of 3 Ave SW,199
2020-06-13,9 Ave West of 4 Street SE,105
2020-06-13,Bow River Pathway,1587
2020-06-13,Edmonton Tr North of Memorial Dr,205
2020-06-13,Inglewood Bird Sanctuary,850
2020-06-13,Lindsay Park,467
2020-06-13,Memorial Drive at 19 St NW,1741
2020-06-13,Memorial Drive at Prince's Island,731
2020-06-13,North Glenmore,0
2020-06-13,Nose Creek,901
2020-06-13,Parkdale,1950
2020-06-13,Peace Bridge,1503
2020-06-13,South Glenmore,1523
2020-06-13,Wetlands,0
2020-06-14,10 Street North of 5 Ave NW,0
2020-06-14,12 Ave West of 2 St SW,520
2020-06-14,12 Ave West of 3 St SE,0
2020-06-14,12 Ave West of 8 St SW,569
2020-06-14,12 Street SE Pathway,683
2020-06-14,5 Street North of 15 Ave SW,635
2020-06-14,5 Street North of 5 Ave SW,591
2020-06-14,7 Street South of 3 Ave SW,194
2020-06-14,9 Ave West of 4 Street SE,121
2020-06-14,Bow River Pathway,1937
2020-06-14,Edmonton Tr North of Memorial Dr,213
2020-06-14,Inglewood Bird Sanctuary,989
2020-06-14,Lindsay Park,588
2020-06-14,Memorial Drive at 19 St NW,2254
2020-06-14,Memorial Drive at Prince's Island,887
2020-06-14,North Glenmore,0
2020-06-14,Nose Creek,1043
2020-06-14,Parkdale,2433
2020-06-14,Peace Bridge,1893
2020-06-14,South Glenmore,2106
2020-06-14,Wetlands,0
2020-06-15,10 Street North of 5 Ave NW,0
2020-06-15,12 Ave West of 2 St SW,745
2020-06-15,12 Ave West of 3 St SE,0
2020-06-15,12 Ave West of 8 St SW,765
2020-06-15,12 Street SE Pathway,618
2020-06-15,5 Street North of 15 Ave SW,962
2020-06-15,5 Street North of 5 Ave SW,1011
2020-06-15,7 Street South of 3 Ave SW,409
2020-06-15,9 Ave West of 4 Street SE,166
2020-06-15,Bow River Pathway,2319
2020-06-15,Edmonton Tr North of Memorial Dr,262
2020-06-15,Inglewood Bird Sanctuary,1019
2020-06-15,Lindsay Park,563
2020-06-15,Memorial Drive at 19 St NW,2273
2020-06-15,Memorial Drive at Prince's Island,1243
2020-06-15,North Glenmore,0
2020-06-15,Nose Creek,1241
2020-06-15,Parkdale,2411
2020-06-15,Peace Bridge,1991
2020-06-15,South Glenmore,1904
2020-06-15,Wetlands,0
2020-06-16,10 Street North of 5 Ave NW,0
2020-06-16,12 Ave West of 2 St SW,581
2020-06-16,12 Ave West of 3 St SE,0
2020-06-16,12 Ave West of 8 St SW,616
2020-06-16,12 Street SE Pathway,428
2020-06-16,5 Street North of 15 Ave SW,688
2020-06-16,5 Street North of 5 Ave SW,753
2020-06-16,7 Street South of 3 Ave SW,385
2020-06-16,9 Ave West of 4 Street SE,162
2020-06-16,Bow River Pathway,1745
2020-06-16,Edmonton Tr North of Memorial Dr,217
2020-06-16,Inglewood Bird Sanctuary,750
2020-06-16,Lindsay Park,366
2020-06-16,Memorial Drive at 19 St NW,1603
2020-06-16,Memorial Drive at Prince's Island,866
2020-06-16,North Glenmore,0
2020-06-16,Nose Creek,869
2020-06-16,Parkdale,1682
2020-06-16,Peace Bridge,1578
2020-06-16,South Glenmore,1284
2020-06-16,Wetlands,0
2020-06-17,10 Street North of 5 Ave NW,0
2020-06-17,12 Ave West of 2 St SW,329
2020-06-17,12 Ave West of 3 St SE,0
2020-06-17,12 Ave West of 8 St SW,361
2020-06-17,12 Street SE Pathway,144
2020-06-17,5 Street North of 15 Ave SW,366
2020-06-17,5 Street North of 5 Ave SW,439
2020-06-17,7 Street South of 3 Ave SW,182
2020-06-17,9 Ave West of 4 Street SE,85
2020-06-17,Bow River Pathway,646
2020-06-17,Edmonton Tr North of Memorial Dr,109
2020-06-17,Inglewood Bird Sanctuary,200
2020-06-17,Lindsay Park,103
2020-06-17,Memorial Drive at 19 St NW,567
2020-06-17,Memorial Drive at Prince's Island,265
2020-06-17,North Glenmore,0
2020-06-17,Nose Creek,242
2020-06-17,Parkdale,635
2020-06-17,Peace Bridge,695
2020-06-17,South Glenmore,423
2020-06-17,Wetlands,0
2020-06-18,10 Street North of 5 Ave NW,0
2020-06-18,12 Ave West of 2 St SW,641
2020-06-18,12 Ave West of 3 St SE,0
2020-06-18,12 Ave West of 8 St SW,643
2020-06-18,12 Street SE Pathway,382
2020-06-18,5 Street North of 15 Ave SW,731
2020-06-18,5 Street North of 5 Ave SW,792
2020-06-18,7 Street South of 3 Ave SW,330
2020-06-18,9 Ave West of 4 Street SE,171
2020-06-18,Bow River Pathway,1630
2020-06-18,Edmonton Tr North of Memorial Dr,193
2020-06-18,Inglewood Bird Sanctuary,700
2020-06-18,Lindsay Park,427
2020-06-18,Memorial Drive at 19 St NW,1599
2020-06-18,Memorial Drive at Prince's Island,945
2020-06-18,North Glenmore,0
2020-06-18,Nose Creek,883
2020-06-18,Parkdale,1722
2020-06-18,Peace Bridge,1461
2020-06-18,South Glenmore,1406
2020-06-18,Wetlands,0
2020-06-19,10 Street North of 5 Ave NW,0
2020-06-19,12 Ave West of 2 St SW,689
2020-06-19,12 Ave West of 3 St SE,0
2020-06-19,12 Ave West of 8 St SW,732
2020-06-19,12 Street SE Pathway,515
2020-06-19,5 Street North of 15 Ave SW,914
2020-06-19,5 Street North of 5 Ave SW,852
2020-06-19,7 Street South of 3 Ave SW,329
2020-06-19,9 Ave West of 4 Street SE,190
2020-06-19,Bow River Pathway,1944
2020-06-19,Edmonton Tr North of Memorial Dr,239
2020-06-19,Inglewood Bird Sanctuary,781
2020-06-19,Lindsay Park,429
2020-06-19,Memorial Drive at 19 St NW,1778
2020-06-19,Memorial Drive at Prince's Island,992
2020-06-19,North Glenmore,0
2020-06-19,Nose Creek,993
2020-06-19,Parkdale,1894
2020-06-19,Peace Bridge,2113
2020-06-19,South Glenmore,1276
2020-06-19,Wetlands,0
2020-06-20,10 Street North of 5 Ave NW,0
2020-06-20,12 Ave West of 2 St SW,695
2020-06-20,12 Ave West of 3 St SE,0
2020-06-20,12 Ave West of 8 St SW,667
2020-06-20,12 Street SE Pathway,781
2020-06-20,5 Street North of 15 Ave SW,829
2020-06-20,5 Street North of 5 Ave SW,763
2020-06-20,7 Street South of 3 Ave SW,295
2020-06-20,9 Ave West of 4 Street SE,161
2020-06-20,Bow River Pathway,2370
2020-06-20,Edmonton Tr North of Memorial Dr,283
2020-06-20,Inglewood Bird Sanctuary,1353
2020-06-20,Lindsay Park,624
2020-06-20,Memorial Drive at 19 St NW,2778
2020-06-20,Memorial Drive at Prince's Island,806
2020-06-20,North Glenmore,0
2020-06-20,Nose Creek,1485
2020-06-20,Parkdale,3036
2020-06-20,Peace Bridge,2706
2020-06-20,South Glenmore,2090
2020-06-20,Wetlands,0
2020-06-21,10 Street North of 5 Ave NW,0
2020-06-21,12 Ave West of 2 St SW,567
2020-06-21,12 Ave West of 3 St SE,0
2020-06-21,12 Ave West of 8 St SW,506
2020-06-21,12 Street SE Pathway,746
2020-06-21,5 Street North of 15 Ave SW,653
2020-06-21,5 Street North of 5 Ave SW,546
2020-06-21,7 Street South of 3 Ave SW,199
2020-06-21,9 Ave West of 4 Street SE,93
2020-06-21,Bow River Pathway,2025
2020-06-21,Edmonton Tr North of Memorial Dr,234
2020-06-21,Inglewood Bird Sanctuary,1064
2020-06-21,Lindsay Park,668
2020-06-21,Memorial Drive at 19 St NW,2364
2020-06-21,Memorial Drive at Prince's Island,678
2020-06-21,North Glenmore,0
2020-06-21,Nose Creek,1320
2020-06-21,Parkdale,2711
2020-06-21,Peace Bridge,2098
2020-06-21,South Glenmore,1851
2020-06-21,Wetlands,0
2020-06-22,10 Street North of 5 Ave NW,0
2020-06-22,12 Ave West of 2 St SW,852
2020-06-22,12 Ave West of 3 St SE,0
2020-06-22,12 Ave West of 8 St SW,830
2020-06-22,12 Street SE Pathway,690
2020-06-22,5 Street North of 15 Ave SW,1004
2020-06-22,5 Street North of 5 Ave SW,1083
2020-06-22,7 Street South of 3 Ave SW,506
2020-06-22,9 Ave West of 4 Street SE,202
2020-06-22,Bow River Pathway,2758
2020-06-22,Edmonton Tr North of Memorial Dr,334
2020-06-22,Inglewood Bird Sanctuary,1188
2020-06-22,Lindsay Park,708
2020-06-22,Memorial Drive at 19 St NW,2541
2020-06-22,Memorial Drive at Prince's Island,846
2020-06-22,North Glenmore,0
2020-06-22,Nose Creek,1511
2020-06-22,Parkdale,2824
2020-06-22,Peace Bridge,2570
2020-06-22,South Glenmore,2146
2020-06-22,Wetlands,0
2020-06-23,10 Street North of 5 Ave NW,0
2020-06-23,12 Ave West of 2 St SW,685
2020-06-23,12 Ave West of 3 St SE,647
2020-06-23,12 Ave West of 8 St SW,789
2020-06-23,12 Street SE Pathway,511
2020-06-23,5 Street North of 15 Ave SW,838
2020-06-23,5 Street North of 5 Ave SW,948
2020-06-23,7 Street South of 3 Ave SW,437
2020-06-23,9 Ave West of 4 Street SE,218
2020-06-23,Bow River Pathway,2244
2020-06-23,Edmonton Tr North of Memorial Dr,284
2020-06-23,Inglewood Bird Sanctuary,842
2020-06-23,Lindsay Park,443
2020-06-23,Memorial Drive at 19 St NW,2140
2020-06-23,Memorial Drive at Prince's Island,684
2020-06-23,North Glenmore,0
2020-06-23,Nose Creek,1132
2020-06-23,Parkdale,2286
2020-06-23,Peace Bridge,2297
2020-06-23,South Glenmore,1659
2020-06-23,Wetlands,0
2020-06-24,10 Street North of 5 Ave NW,0
2020-06-24,12 Ave West of 2 St SW,496
2020-06-24,12 Ave West of 3 St SE,442
2020-06-24,12 Ave West of 8 St SW,551
2020-06-24,12 Street SE Pathway,290
2020-06-24,5 Street North of 15 Ave SW,599
2020-06-24,5 Street North of 5 Ave SW,675
2020-06-24,7 Street South of 3 Ave SW,288
2020-06-24,9 Ave West of 4 Street SE,141
2020-06-24,Bow River Pathway,1347
2020-06-24,Edmonton Tr North of Memorial Dr,172
2020-06-24,Inglewood Bird Sanctuary,402
2020-06-24,Lindsay Park,212
2020-06-24,Memorial Drive at 19 St NW,1129
2020-06-24,Memorial Drive at Prince's Island,363
2020-06-24,North Glenmore,0
2020-06-24,Nose Creek,622
2020-06-24,Parkdale,1277
2020-06-24,Peace Bridge,1542
2020-06-24,South Glenmore,908
2020-06-25,10 Street North of 5 Ave NW,0
2020-06-25,12 Ave West of 2 St SW,901
2020-06-25,12 Ave West of 3 St SE,856
2020-06-25,12 Ave West of 8 St SW,1001
2020-06-25,12 Street SE Pathway,750
2020-06-25,5 Street North of 15 Ave SW,1258
2020-06-25,5 Street North of 5 Ave SW,1290
2020-06-25,7 Street South of 3 Ave SW,543
2020-06-25,9 Ave West of 4 Street SE,234
2020-06-25,Bow River Pathway,2729
2020-06-25,Edmonton Tr North of Memorial Dr,321
2020-06-25,Inglewood Bird Sanctuary,1227
2020-06-25,Lindsay Park,698
2020-06-25,Memorial Drive at 19 St NW,2787
2020-06-25,Memorial Drive at Prince's Island,763
2020-06-25,North Glenmore,0
2020-06-25,Nose Creek,1497
2020-06-25,Parkdale,2926
2020-06-25,Peace Bridge,2805
2020-06-25,South Glenmore,2140
2020-06-26,10 Street North of 5 Ave NW,0
2020-06-26,12 Ave West of 2 St SW,708
2020-06-26,12 Ave West of 3 St SE,650
2020-06-26,12 Ave West of 8 St SW,697
2020-06-26,12 Street SE Pathway,435
2020-06-26,5 Street North of 15 Ave SW,848
2020-06-26,5 Street North of 5 Ave SW,855
2020-06-26,7 Street South of 3 Ave SW,387
2020-06-26,9 Ave West of 4 Street SE,174
2020-06-26,Bow River Pathway,1823
2020-06-26,Edmonton Tr North of Memorial Dr,256
2020-06-26,Inglewood Bird Sanctuary,756
2020-06-26,Lindsay Park,375
2020-06-26,Memorial Drive at 19 St NW,1806
2020-06-26,Memorial Drive at Prince's Island,460
2020-06-26,North Glenmore,0
2020-06-26,Nose Creek,901
2020-06-26,Parkdale,1932
2020-06-26,Peace Bridge,2138
2020-06-26,South Glenmore,1424
2020-06-27,10 Street North of 5 Ave NW,0
2020-06-27,12 Ave West of 2 St SW,390
2020-06-27,12 Ave West of 3 St SE,324
2020-06-27,12 Ave West of 8 St SW,378
2020-06-27,12 Street SE Pathway,408
2020-06-27,5 Street North of 15 Ave SW,423
2020-06-27,5 Street North of 5 Ave SW,367
2020-06-27,7 Street South of 3 Ave SW,152
2020-06-27,9 Ave West of 4 Street SE,88
2020-06-27,Bow River Pathway,1119
2020-06-27,Edmonton Tr North of Memorial Dr,162
2020-06-27,Inglewood Bird Sanctuary,689
2020-06-27,Lindsay Park,298
2020-06-27,Memorial Drive at 19 St NW,1426
2020-06-27,Memorial Drive at Prince's Island,356
2020-06-27,North Glenmore,0
2020-06-27,Nose Creek,742
2020-06-27,Parkdale,1577
2020-06-27,Peace Bridge,1519
2020-06-27,South Glenmore,1166
2020-06-28,10 Street North of 5 Ave NW,0
2020-06-28,12 Ave West of 2 St SW,198
2020-06-28,12 Ave West of 3 St SE,177
2020-06-28,12 Ave West of 8 St SW,193
2020-06-28,12 Street SE Pathway,126
2020-06-28,5 Street North of 15 Ave SW,199
2020-06-28,5 Street North of 5 Ave SW,160
2020-06-28,7 Street South of 3 Ave SW,73
2020-06-28,9 Ave West of 4 Street SE,57
2020-06-28,Bow River Pathway,478
2020-06-28,Edmonton Tr North of Memorial Dr,124
2020-06-28,Inglewood Bird Sanctuary,135
2020-06-28,Lindsay Park,133
2020-06-28,Memorial Drive at 19 St NW,463
2020-06-28,Memorial Drive at Prince's Island,159
2020-06-28,North Glenmore,0
2020-06-28,Nose Creek,187
2020-06-28,Parkdale,461
2020-06-28,Peace Bridge,974
2020-06-28,South Glenmore,362
2020-06-29,10 Street North of 5 Ave NW,0
2020-06-29,12 Ave West of 2 St SW,544
2020-06-29,12 Ave West of 3 St SE,445
2020-06-29,12 Ave West of 8 St SW,549
2020-06-29,12 Street SE Pathway,331
2020-06-29,5 Street North of 15 Ave SW,593
2020-06-29,5 Street North of 5 Ave SW,657
2020-06-29,7 Street South of 3 Ave SW,267
2020-06-29,9 Ave West of 4 Street SE,122
2020-06-29,Bow River Pathway,1459
2020-06-29,Edmonton Tr North of Memorial Dr,179
2020-06-29,Inglewood Bird Sanctuary,522
2020-06-29,Lindsay Park,342
2020-06-29,Memorial Drive at 19 St NW,1293
2020-06-29,Memorial Drive at Prince's Island,360
2020-06-29,North Glenmore,0
2020-06-29,Nose Creek,704
2020-06-29,Parkdale,1321
2020-06-29,Peace Bridge,1909
2020-06-29,South Glenmore,1086
2020-06-30,10 Street North of 5 Ave NW,0
2020-06-30,12 Ave West of 2 St SW,147
2020-06-30,12 Ave West of 3 St SE,124
2020-06-30,12 Ave West of 8 St SW,200
2020-06-30,12 Street SE Pathway,45
2020-06-30,5 Street North of 15 Ave SW,149
2020-06-30,5 Street North of 5 Ave SW,264
2020-06-30,7 Street South of 3 Ave SW,76
2020-06-30,9 Ave West of 4 Street SE,44
2020-06-30,Bow River Pathway,235
2020-06-30,Edmonton Tr North of Memorial Dr,55
2020-06-30,Inglewood Bird Sanctuary,65
2020-06-30,Lindsay Park,30
2020-06-30,Memorial Drive at 19 St NW,222
2020-06-30,Memorial Drive at Prince's Island,59
2020-06-30,North Glenmore,0
2020-06-30,Nose Creek,86
2020-06-30,Parkdale,220
2020-06-30,Peace Bridge,397
2020-06-30,South Glenmore,69
2020-07-01,10 Street North of 5 Ave NW,0
2020-07-01,12 Ave West of 2 St SW,699
2020-07-01,12 Ave West of 3 St SE,690
2020-07-01,12 Ave West of 8 St SW,644
2020-07-01,12 Street SE Pathway,825
2020-07-01,5 Street North of 15 Ave SW,918
2020-07-01,5 Street North of 5 Ave SW,763
2020-07-01,7 Street South of 3 Ave SW,289
2020-07-01,9 Ave West of 4 Street SE,214
2020-07-01,Bow River Pathway,2357
2020-07-01,Edmonton Tr North of Memorial Dr,331
2020-07-01,Inglewood Bird Sanctuary,1323
2020-07-01,Lindsay Park,750
2020-07-01,Memorial Drive at 19 St NW,2707
2020-07-01,Memorial Drive at Prince's Island,532
2020-07-01,North Glenmore,0
2020-07-01,Nose Creek,1373
2020-07-01,Parkdale,2868
2020-07-01,Peace Bridge,3514
2020-07-01,South Glenmore,2466
2020-07-02,10 Street North of 5 Ave NW,0
2020-07-02,12 Ave West of 2 St SW,601
2020-07-02,12 Ave West of 3 St SE,531
2020-07-02,12 Ave West of 8 St SW,653
2020-07-02,12 Street SE Pathway,482
2020-07-02,5 Street North of 15 Ave SW,785
2020-07-02,5 Street North of 5 Ave SW,803
2020-07-02,7 Street South of 3 Ave SW,346
2020-07-02,9 Ave West of 4 Street SE,165
2020-07-02,Bow River Pathway,1612
2020-07-02,Edmonton Tr North of Memorial Dr,221
2020-07-02,Inglewood Bird Sanctuary,752
2020-07-02,Lindsay Park,393
2020-07-02,Memorial Drive at 19 St NW,1713
2020-07-02,Memorial Drive at Prince's Island,427
2020-07-02,North Glenmore,0
2020-07-02,Nose Creek,924
2020-07-02,Parkdale,1735
2020-07-02,Peace Bridge,2339
2020-07-02,South Glenmore,1469
2020-07-03,10 Street North of 5 Ave NW,0
2020-07-03,12 Ave West of 2 St SW,980
2020-07-03,12 Ave West of 3 St SE,910
2020-07-03,12 Ave West of 8 St SW,874
2020-07-03,12 Street SE Pathway,772
2020-07-03,5 Street North of 15 Ave SW,977
2020-07-03,5 Street North of 5 Ave SW,954
2020-07-03,7 Street South of 3 Ave SW,466
2020-07-03,9 Ave West of 4 Street SE,211
2020-07-03,Bow River Pathway,2538
2020-07-03,Edmonton Tr North of Memorial Dr,371
2020-07-03,Inglewood Bird Sanctuary,1075
2020-07-03,Lindsay Park,625
2020-07-03,Memorial Drive at 19 St NW,2737
2020-07-03,Memorial Drive at Prince's Island,696
2020-07-03,North Glenmore,0
2020-07-03,Nose Creek,1502
2020-07-03,Parkdale,2863
2020-07-03,Peace Bridge,3437
2020-07-03,South Glenmore,1999
2020-07-04,10 Street North of 5 Ave NW,0
2020-07-04,12 Ave West of 2 St SW,689
2020-07-04,12 Ave West of 3 St SE,671
2020-07-04,12 Ave West of 8 St SW,632
2020-07-04,12 Street SE Pathway,679
2020-07-04,5 Street North of 15 Ave SW,757
2020-07-04,5 Street North of 5 Ave SW,654
2020-07-04,7 Street South of 3 Ave SW,231
2020-07-04,9 Ave West of 4 Street SE,153
2020-07-04,Bow River Pathway,1798
2020-07-04,Edmonton Tr North of Memorial Dr,280
2020-07-04,Inglewood Bird Sanctuary,892
2020-07-04,Lindsay Park,618
2020-07-04,Memorial Drive at 19 St NW,2077
2020-07-04,Memorial Drive at Prince's Island,486
2020-07-04,North Glenmore,0
2020-07-04,Nose Creek,1094
2020-07-04,Parkdale,2225
2020-07-04,Peace Bridge,3108
2020-07-04,South Glenmore,1807
2020-07-05,10 Street North of 5 Ave NW,0
2020-07-05,12 Ave West of 2 St SW,792
2020-07-05,12 Ave West of 3 St SE,800
2020-07-05,12 Ave West of 8 St SW,699
2020-07-05,12 Street SE Pathway,998
2020-07-05,5 Street North of 15 Ave SW,882
2020-07-05,5 Street North of 5 Ave SW,818
2020-07-05,7 Street South of 3 Ave SW,297
2020-07-05,9 Ave West of 4 Street SE,178
2020-07-05,Bow River Pathway,2689
2020-07-05,Edmonton Tr North of Memorial Dr,360
2020-07-05,Inglewood Bird Sanctuary,1523
2020-07-05,Lindsay Park,762
2020-07-05,Memorial Drive at 19 St NW,3243
2020-07-05,Memorial Drive at Prince's Island,715
2020-07-05,North Glenmore,0
2020-07-05,Nose Creek,1696
2020-07-05,Parkdale,3510
2020-07-05,Peace Bridge,3390
2020-07-05,South Glenmore,2415
2020-07-06,10 Street North of 5 Ave NW,0
2020-07-06,12 Ave West of 2 St SW,739
2020-07-06,12 Ave West of 3 St SE,719
2020-07-06,12 Ave West of 8 St SW,792
2020-07-06,12 Street SE Pathway,585
2020-07-06,5 Street North of 15 Ave SW,902
2020-07-06,5 Street North of 5 Ave SW,1006
2020-07-06,7 Street South of 3 Ave SW,456
2020-07-06,9 Ave West of 4 Street SE,226
2020-07-06,Bow River Pathway,2422
2020-07-06,Edmonton Tr North of Memorial Dr,311
2020-07-06,Inglewood Bird Sanctuary,945
2020-07-06,Lindsay Park,468
2020-07-06,Memorial Drive at 19 St NW,2418
2020-07-06,Memorial Drive at Prince's Island,541
2020-07-06,North Glenmore,0
2020-07-06,Nose Creek,1066
2020-07-06,Parkdale,2797
2020-07-06,Peace Bridge,2675
2020-07-06,South Glenmore,1829
2020-07-07,10 Street North of 5 Ave NW,0
2020-07-07,12 Ave West of 2 St SW,466
2020-07-07,12 Ave West of 3 St SE,395
2020-07-07,12 Ave West of 8 St SW,566
2020-07-07,12 Street SE Pathway,293
2020-07-07,5 Street North of 15 Ave SW,601
2020-07-07,5 Street North of 5 Ave SW,655
2020-07-07,7 Street South of 3 Ave SW,305
2020-07-07,9 Ave West of 4 Street SE,145
2020-07-07,Bow River Pathway,1342
2020-07-07,Edmonton Tr North of Memorial Dr,210
2020-07-07,Inglewood Bird Sanctuary,476
2020-07-07,Lindsay Park,220
2020-07-07,Memorial Drive at 19 St NW,1261
2020-07-07,Memorial Drive at Prince's Island,291
2020-07-07,North Glenmore,0
2020-07-07,Nose Creek,554
2020-07-07,Parkdale,1232
2020-07-07,Peace Bridge,1620
2020-07-07,South Glenmore,969
2020-07-08,10 Street North of 5 Ave NW,0
2020-07-08,12 Ave West of 2 St SW,343
2020-07-08,12 Ave West of 3 St SE,299
2020-07-08,12 Ave West of 8 St SW,402
2020-07-08,12 Street SE Pathway,22
2020-07-08,5 Street North of 15 Ave SW,420
2020-07-08,5 Street North of 5 Ave SW,440
2020-07-08,7 Street South of 3 Ave SW,212
2020-07-08,9 Ave West of 4 Street SE,86
2020-07-08,Bow River Pathway,785
2020-07-08,Edmonton Tr North of Memorial Dr,113
2020-07-08,Inglewood Bird Sanctuary,198
2020-07-08,Lindsay Park,176
2020-07-08,Memorial Drive at 19 St NW,719
2020-07-08,Memorial Drive at Prince's Island,174
2020-07-08,North Glenmore,0
2020-07-08,Nose Creek,324
2020-07-08,Parkdale,411
2020-07-08,Peace Bridge,1330
2020-07-08,South Glenmore,530
2020-07-09,10 Street North of 5 Ave NW,0
2020-07-09,12 Ave West of 2 St SW,843
2020-07-09,12 Ave West of 3 St SE,782
2020-07-09,12 Ave West of 8 St SW,837
2020-07-09,12 Street SE Pathway,575
2020-07-09,5 Street North of 15 Ave SW,928
2020-07-09,5 Street North of 5 Ave SW,1070
2020-07-09,7 Street South of 3 Ave SW,492
2020-07-09,9 Ave West of 4 Street SE,226
2020-07-09,Edmonton Tr North of Memorial Dr,312
2020-07-09,Inglewood Bird Sanctuary,912
2020-07-09,Lindsay Park,429
2020-07-09,Memorial Drive at 19 St NW,2445
2020-07-09,Memorial Drive at Prince's Island,547
2020-07-09,North Glenmore,0
2020-07-09,Nose Creek,1235
2020-07-09,Parkdale,2216
2020-07-09,Peace Bridge,2634
2020-07-09,South Glenmore,1781
2020-07-10,10 Street North of 5 Ave NW,0
2020-07-10,12 Ave West of 2 St SW,848
2020-07-10,12 Ave West of 3 St SE,795
2020-07-10,12 Ave West of 8 St SW,864
2020-07-10,12 Street SE Pathway,644
2020-07-10,5 Street North of 15 Ave SW,1021
2020-07-10,5 Street North of 5 Ave SW,1058
2020-07-10,7 Street South of 3 Ave SW,426
2020-07-10,9 Ave West of 4 Street SE,218
2020-07-10,Edmonton Tr North of Memorial Dr,328
2020-07-10,Inglewood Bird Sanctuary,950
2020-07-10,Lindsay Park,472
2020-07-10,Memorial Drive at 19 St NW,2595
2020-07-10,Memorial Drive at Prince's Island,570
